x,y
164.534633578,819.687976451
605.243632871,873.237632875
1454.75636504,264.621226454
405.456217666,429.309086375
160.206630321,586.84517954
63.3923414619,9.45553636681
1572.13380248,265.994874044
954.513029102,404.860081167
501.24937771,56.6683110429
1461.42722747,872.831949154
1551.67440719,100.226079114
344.309232058,556.02619201
1567.92461742,488.621877736
1101.10369288,595.650985988
414.537586966,487.442036622
491.7137885,221.743076477
130.190024614,252.708051208
1573.40274755,403.11201648
1043.21685522,579.119472243
1505.1752356,351.430696025
490.854871762,294.517273218
506.776235017,762.421289244
1429.60039283,272.528396705
534.933449041,489.802872764
926.376698107,536.366286001
392.156806232,18.3366256016
390.014879725,65.0947804843
881.927607865,63.8247307856
120.207667607,571.843884207
465.314480671,712.966282094
789.2176684,776.384080002
246.687353861,451.286627352
1271.97358999,69.3962876375
1518.76471836,155.917897534
1241.93437278,886.40628403
1314.48023159,287.805602514
171.00437533,462.92242595
1470.97110274,264.140544934
1430.01407631,127.512582324
1456.77067903,28.5839513076
505.709884417,812.779455343
1286.17004957,816.438390297
1345.14963559,671.566396864
1103.35228688,160.33937908
692.220801562,142.107249377
1143.71912315,601.000865717
404.13825247,57.9727740129
1541.41741331,727.427365535
878.831890228,487.239886786
1362.06826613,407.97870986
633.136711553,304.802230406
412.750547955,21.9676525426
1034.3021504,375.015494069
912.965810524,56.0894677232
567.909509898,124.45570256
200.206424457,233.201672024
1326.29500958,358.017581758
641.731443073,551.200430694
373.647445273,6.72945573792
845.922783819,450.809657602
1038.14334775,394.485260078
1098.42100905,658.279754245
381.399480259,445.565025644
766.123020131,202.555876535
659.593812668,504.366691039
1451.10320721,825.935925454
440.360581545,581.773658078
77.1157493782,64.3962494051
818.70673472,789.681671052
255.148369213,689.425072918
1412.815311,280.621828652
1108.09114336,764.092010238
594.582929196,631.154396617
1178.26898652,535.120024357
1370.04342226,806.943934005
1536.12610714,514.109424796
282.04143233,225.53586799
348.189901611,512.565614638
1212.40018347,46.919899028
1090.61832897,645.437937031
556.770412731,463.550223864
263.67704325,656.906535438
65.1338997385,883.098952333
1292.70997352,565.603651784
428.041991435,821.576601083
1535.1021406,125.213543119
1241.21160051,757.737772689
1055.5477701,630.366989775
712.093971383,831.877022362
1553.93204511,344.117981538
1284.33844928,389.629432242
263.606749893,292.920549172
202.128119736,817.996283912
1535.07852807,107.268059165
961.086529899,367.401687938
188.944049603,265.927963331
397.146193729,674.619130071
6.41432952647,170.85483354
702.036912192,18.9312057773
1004.04254166,545.064784721
1336.53176141,185.945234117
455.650581699,488.105487677
437.161115541,527.164275063
401.41156712,615.174437327
1265.74514939,727.789158147
1557.78577528,490.839303443
785.294847726,770.127929819
1230.50781738,513.490166448
613.210215626,255.64270116
173.022733975,726.794180436
188.914448849,672.538711219
872.459343629,868.450795908
1217.70505577,876.167806122
218.550420704,450.334326449
916.125259465,280.126311581
804.85198113,321.136887243
845.430354162,0.760246154001
707.70293138,404.596929365
487.678701154,359.462472837
1252.93969788,615.071595567
787.678612627,582.901417658
604.093138962,183.522645393
6.20105260409,249.859126448
957.062717942,793.496639764
1327.07399998,459.864187084
1579.22903208,415.422876483
1335.34957787,368.068807153
1191.40898838,888.8325221
488.538547789,153.281542692
992.053933964,477.860562337
575.075251176,3.16731788735
622.660226576,383.282524893
648.403314781,775.12077808
935.084843331,660.447713208
1436.65467462,673.896117218
788.323283048,671.191506258
1024.56864079,583.870891197
1007.4805739,366.29907749
1006.81925006,570.359259851
1499.38873526,704.226316834
1354.02890656,690.749811128
1304.52137919,544.916155257
559.120141419,238.124932486
1132.8320433,786.547867332
870.794812485,136.862970262
1332.76045632,436.08877102
747.364205245,40.8492538611
816.449476464,670.272898909
676.156497833,319.65958223
1050.94966224,17.7672486583
811.461755159,851.514385979
1104.7161471,361.731355431
1102.25317807,544.494527384
334.223026372,186.937497657
1417.64046352,242.162289185
119.815644016,747.609831537
837.116428122,331.387349376
818.430275412,663.053119516
269.68577262,587.760298413
1141.49919744,733.503099536
431.617013882,548.699697598
371.382205398,504.940206258
275.780755086,710.790862393
1386.74858344,296.679204288
355.709698901,867.40957535
1130.7045012,759.41336002
48.8551598999,809.453980487
995.923297436,284.876238817
690.824996628,685.433694151
1256.65912949,170.910781363
1001.41840854,149.066574752
1556.87972998,399.218900675
1461.03200833,655.423060308
970.015847033,235.78562821
842.547716648,124.757767473
220.956789182,644.174789612
577.743629334,676.238680338
384.789766262,646.342328083
1149.56308223,274.946292947
170.216694207,357.307069668
787.778400524,89.976793228
298.818016588,49.8087475339
956.021714488,799.988511035
346.492465535,31.2420922891
1126.27775107,733.419502911
1542.59453877,551.861061141
547.909065043,754.081756228
188.907368341,623.373244371
152.369358803,359.735172316
792.036610243,340.104845729
269.756126087,208.545581342
1312.239996,416.318224313
927.892391558,190.716315855
1143.89609406,297.105533233
949.789739978,818.538356516
1591.02945422,41.5961534818
1275.90833909,771.829042825
511.319099532,344.832863384
928.406015482,826.956207874
639.885749341,792.027151896
1213.69684513,137.045771736
1461.88787258,13.662947331
232.285200075,598.330091598
91.3914986222,341.540897107
207.966173643,416.600346468
1343.96855001,815.475916214
56.751424515,54.766581002
1344.99845658,38.5333049301
437.744424114,105.693045924
145.660331131,24.8606007524
1020.02082026,670.152841146
1098.83420249,761.060494726
1060.8259016,350.731734908
1009.70083795,872.635327532
1026.56533284,218.782560683
96.2945531359,841.649399766
944.792797271,314.653268349
968.564399458,504.231836457
835.474836458,54.7241778265
565.164083802,371.385020646
318.989344974,792.094708106
678.591643809,596.147098862
1141.67431911,668.954754245
1153.78446546,676.987651475
402.529110641,878.763309024
241.615606054,826.782655589
1367.31004033,766.947862062
84.4980077401,82.0962750995
1300.88928357,422.250143819
592.405105821,886.218725006
64.1886964634,478.318548425
709.359641841,115.382810726
632.301220458,636.882664329
1411.70497472,22.157740317
839.215293765,81.3389355317
1280.62953145,77.206751493
54.7093136274,345.81258187
1172.16987921,281.886023743
208.007839445,715.114999877
1291.07101103,770.273818895
485.991157222,382.347324917
392.623990807,501.459743715
528.171466864,304.797002363
1253.79426946,860.666544036
934.624510779,94.219137108
1044.1198923,403.750546063
1580.84889124,647.443345633
1335.65777041,631.157634169
856.990409258,807.136552645
1330.58730353,262.193298853
251.251032352,333.316681909
833.724276116,87.6420808476
552.606858329,517.415097791
69.719389683,733.453808867
1041.78727309,282.285154431
477.313570008,317.354526709
520.461913928,673.662399263
801.690971954,473.51555757
238.010398353,822.976202176
520.916685876,294.808007149
110.153823517,881.470423577
767.516546895,821.596263556
1484.187588,872.776928861
1305.00686037,832.898902672
1475.66291784,721.23091035
215.329945668,471.340550057
920.966420807,893.247775188
1254.31767995,632.624594989
1194.63845895,325.419987675
1507.70169254,579.150800654
644.119373648,418.114419568
1567.6078837,478.915557688
268.476057399,133.519494721
1099.58751465,506.497977824
1450.8900179,166.140309644
657.774101963,655.164196772
80.1680542437,89.3001659269
873.132642285,239.156294936
171.100153975,235.527811647
1011.42574038,473.739693142
125.594816865,65.5303009956
1361.00318691,578.915064442
277.387613195,775.650660611
34.9590133471,331.294313148
1356.20757922,639.25057148
454.003849267,802.153345051
956.924801989,778.943987258
1428.46939844,382.89966961
1080.96054038,490.028683255
1511.5763806,718.344668552
1161.30960074,732.629137164
1597.05592366,230.905066927
322.181809047,672.104532114
1232.532017,462.855417941
779.321301894,363.368763434
1412.31508863,716.608689878
935.356157131,36.1071759212
1361.82655082,412.608309878
303.616845137,269.418847758
1106.13516142,4.95637049299
192.071435712,272.388273189
1419.50616829,672.174395502
1553.26676102,488.725865487
915.149164126,496.239126133
841.003542083,487.836514009
1309.7080818,858.031861231
653.28123096,566.968718342
492.415052086,271.719347819
810.107760956,527.640892761
879.99114719,878.921732881
260.753980312,572.997971689
1591.24961405,662.521757896
905.453622773,331.52683734
643.422213573,842.870783009
1432.52871932,602.708660189
1437.99662698,832.647284724
1354.14971119,345.074573472
742.983427906,716.316752906
596.21284766,674.427427851
770.272609814,302.887174857
729.837260288,104.85851046
567.194809254,373.674987506
29.0617226959,154.866576438
416.372875783,772.09562521
943.323418929,258.430415799
1596.36271492,232.128540018
822.061339465,665.567806949
1106.1128649,390.15241565
1243.19630759,437.214695617
1144.74410808,442.23888706
1554.3914962,644.561946262
146.203578287,116.523113739
1546.42367541,206.305537799
41.817678252,227.901373358
767.65929192,856.95170603
638.607843514,651.155029004
1334.98003486,80.2458158502
979.027127681,896.205921812
879.353549698,481.037559954
554.72406205,851.494856078
1551.35878236,92.8528641244
884.534176339,377.666306879
1074.6338575,106.781972912
424.534865434,250.878040948
767.540702881,713.954551024
1372.5560194,707.781276053
1082.89093547,78.4734821302
623.547317073,601.831460018
470.796450161,457.036557407
1448.125379,104.541333359
1366.20264625,95.2467049228
618.183095618,814.850463213
321.920098867,468.668364226
666.566452303,799.152554882
1587.30351373,259.733304993
787.962468072,805.504635194
871.673082269,193.162445797
1215.45969991,303.380369208
777.558995519,7.70571665465
1582.3472706,591.554126234
1481.30055529,871.816753879
428.053892332,486.482378564
704.401973484,683.869695766
1347.81706453,205.704144815
439.30346096,635.63539253
658.628882746,117.181381812
312.496941182,504.764382295
957.591115278,864.064414446
852.447925025,548.082687396
238.167607139,372.421726161
447.666066648,625.880554134
427.291601793,192.960279054
588.295037735,423.49415062
541.431953623,545.158940427
289.925870171,791.91926511
1110.67418398,481.286896277
93.0596411699,293.405975965
