x,y
164.534633578,819.687976451
605.243632871,873.237632875
1454.75636504,264.621226454
405.456217666,429.309086375
160.206630321,586.84517954
63.3923414619,9.45553636681
1572.13380248,265.994874044
954.513029102,404.860081167
501.24937771,56.6683110429
1461.42722747,872.831949154
1551.67440719,100.226079114
344.309232058,556.02619201
1567.92461742,488.621877736
1101.10369288,595.650985988
414.537586966,487.442036622
491.7137885,221.743076477
130.190024614,252.708051208
1573.40274755,403.11201648
1043.21685522,579.119472243
1505.1752356,351.430696025
490.854871762,294.517273218
506.776235017,762.421289244
1429.60039283,272.528396705
534.933449041,489.802872764
926.376698107,536.366286001
392.156806232,18.3366256016
390.014879725,65.0947804843
881.927607865,63.8247307856
120.207667607,571.843884207
465.314480671,712.966282094
789.2176684,776.384080002
246.687353861,451.286627352
1271.97358999,69.3962876375
1518.76471836,155.917897534
1241.93437278,886.40628403
1314.48023159,287.805602514
171.00437533,462.92242595
1470.97110274,264.140544934
1430.01407631,127.512582324
1456.77067903,28.5839513076
505.709884417,812.779455343
1286.17004957,816.438390297
1345.14963559,671.566396864
1103.35228688,160.33937908
692.220801562,142.107249377
1143.71912315,601.000865717
404.13825247,57.9727740129
1541.41741331,727.427365535
878.831890228,487.239886786
1362.06826613,407.97870986
633.136711553,304.802230406
412.750547955,21.9676525426
1034.3021504,375.015494069
912.965810524,56.0894677232
567.909509898,124.45570256
200.206424457,233.201672024
1326.29500958,358.017581758
641.731443073,551.200430694
373.647445273,6.72945573792
845.922783819,450.809657602
1038.14334775,394.485260078
1098.42100905,658.279754245
381.399480259,445.565025644
766.123020131,202.555876535
659.593812668,504.366691039
1451.10320721,825.935925454
440.360581545,581.773658078
77.1157493782,64.3962494051
818.70673472,789.681671052
255.148369213,689.425072918
1412.815311,280.621828652
1108.09114336,764.092010238
594.582929196,631.154396617
1178.26898652,535.120024357
1370.04342226,806.943934005
1536.12610714,514.109424796
282.04143233,225.53586799
348.189901611,512.565614638
1212.40018347,46.919899028
1090.61832897,645.437937031
556.770412731,463.550223864
263.67704325,656.906535438
65.1338997385,883.098952333
1292.70997352,565.603651784
428.041991435,821.576601083
1535.1021406,125.213543119
1241.21160051,757.737772689
1055.5477701,630.366989775
712.093971383,831.877022362
1553.93204511,344.117981538
1284.33844928,389.629432242
263.606749893,292.920549172
202.128119736,817.996283912
1535.07852807,107.268059165
961.086529899,367.401687938
188.944049603,265.927963331
397.146193729,674.619130071
6.41432952647,170.85483354
702.036912192,18.9312057773
1004.04254166,545.064784721
1336.53176141,185.945234117
455.650581699,488.105487677
437.161115541,527.164275063
401.41156712,615.174437327
1265.74514939,727.789158147
1557.78577528,490.839303443
785.294847726,770.127929819
1230.50781738,513.490166448
613.210215626,255.64270116
173.022733975,726.794180436
188.914448849,672.538711219
872.459343629,868.450795908
1217.70505577,876.167806122
218.550420704,450.334326449
916.125259465,280.126311581
804.85198113,321.136887243
845.430354162,0.760246154001
707.70293138,404.596929365
487.678701154,359.462472837
1252.93969788,615.071595567
787.678612627,582.901417658
604.093138962,183.522645393
6.20105260409,249.859126448
957.062717942,793.496639764
1327.07399998,459.864187084
1579.22903208,415.422876483
1335.34957787,368.068807153
1191.40898838,888.8325221
488.538547789,153.281542692
992.053933964,477.860562337
575.075251176,3.16731788735
622.660226576,383.282524893
648.403314781,775.12077808
935.084843331,660.447713208
1436.65467462,673.896117218
788.323283048,671.191506258
1024.56864079,583.870891197
1007.4805739,366.29907749
1006.81925006,570.359259851
1499.38873526,704.226316834
1354.02890656,690.749811128
1304.52137919,544.916155257
559.120141419,238.124932486
1132.8320433,786.547867332
870.794812485,136.862970262
1332.76045632,436.08877102
747.364205245,40.8492538611
816.449476464,670.272898909
676.156497833,319.65958223
1050.94966224,17.7672486583
811.461755159,851.514385979
1104.7161471,361.731355431
1102.25317807,544.494527384
334.223026372,186.937497657
1417.64046352,242.162289185
119.815644016,747.609831537
837.116428122,331.387349376
818.430275412,663.053119516
269.68577262,587.760298413
1141.49919744,733.503099536
431.617013882,548.699697598
371.382205398,504.940206258
275.780755086,710.790862393
1386.74858344,296.679204288
355.709698901,867.40957535
1130.7045012,759.41336002
48.8551598999,809.453980487
995.923297436,284.876238817
690.824996628,685.433694151
1256.65912949,170.910781363
1001.41840854,149.066574752
1556.87972998,399.218900675
1461.03200833,655.423060308
970.015847033,235.78562821
842.547716648,124.757767473
220.956789182,644.174789612
577.743629334,676.238680338
384.789766262,646.342328083
1149.56308223,274.946292947
170.216694207,357.307069668
787.778400524,89.976793228
298.818016588,49.8087475339
956.021714488,799.988511035
346.492465535,31.2420922891
1126.27775107,733.419502911
1542.59453877,551.861061141
547.909065043,754.081756228
188.907368341,623.373244371
152.369358803,359.735172316
792.036610243,340.104845729
269.756126087,208.545581342
1312.239996,416.318224313
927.892391558,190.716315855
1143.89609406,297.105533233
949.789739978,818.538356516
1591.02945422,41.5961534818
1275.90833909,771.829042825
511.319099532,344.832863384
928.406015482,826.956207874
639.885749341,792.027151896
1213.69684513,137.045771736
1461.88787258,13.662947331
232.285200075,598.330091598
91.3914986222,341.540897107
207.966173643,416.600346468
1343.96855001,815.475916214
56.751424515,54.766581002
1344.99845658,38.5333049301
437.744424114,105.693045924
145.660331131,24.8606007524
1020.02082026,670.152841146
1098.83420249,761.060494726
1060.8259016,350.731734908
1009.70083795,872.635327532
1026.56533284,218.782560683
96.2945531359,841.649399766
944.792797271,314.653268349
968.564399458,504.231836457
835.474836458,54.7241778265
565.164083802,371.385020646
318.989344974,792.094708106
678.591643809,596.147098862
1141.67431911,668.954754245
1153.78446546,676.987651475
402.529110641,878.763309024
241.615606054,826.782655589
1367.31004033,766.947862062
84.4980077401,82.0962750995
1300.88928357,422.250143819
592.405105821,886.218725006
64.1886964634,478.318548425
709.359641841,115.382810726
632.301220458,636.882664329
1411.70497472,22.157740317
839.215293765,81.3389355317
1280.62953145,77.206751493
54.7093136274,345.81258187
1172.16987921,281.886023743
208.007839445,715.114999877
1291.07101103,770.273818895
485.991157222,382.347324917
392.623990807,501.459743715
528.171466864,304.797002363
1253.79426946,860.666544036
934.624510779,94.219137108
1044.1198923,403.750546063
1580.84889124,647.443345633
1335.65777041,631.157634169
856.990409258,807.136552645
1330.58730353,262.193298853
251.251032352,333.316681909
833.724276116,87.6420808476
552.606858329,517.415097791
69.719389683,733.453808867
1041.78727309,282.285154431
477.313570008,317.354526709
520.461913928,673.662399263
801.690971954,473.51555757
238.010398353,822.976202176
520.916685876,294.808007149
110.153823517,881.470423577
767.516546895,821.596263556
1484.187588,872.776928861
1305.00686037,832.898902672
1475.66291784,721.23091035
215.329945668,471.340550057
920.966420807,893.247775188
1254.31767995,632.624594989
1194.63845895,325.419987675
1507.70169254,579.150800654
644.119373648,418.114419568
1567.6078837,478.915557688
268.476057399,133.519494721
1099.58751465,506.497977824
1450.8900179,166.140309644
657.774101963,655.164196772
80.1680542437,89.3001659269
873.132642285,239.156294936
171.100153975,235.527811647
1011.42574038,473.739693142
125.594816865,65.5303009956
1361.00318691,578.915064442
277.387613195,775.650660611
34.9590133471,331.294313148
1356.20757922,639.25057148
454.003849267,802.153345051
956.924801989,778.943987258
1428.46939844,382.89966961
1080.96054038,490.028683255
1511.5763806,718.344668552
1161.30960074,732.629137164
1597.05592366,230.905066927
322.181809047,672.104532114
1232.532017,462.855417941
779.321301894,363.368763434
1412.31508863,716.608689878
935.356157131,36.1071759212
1361.82655082,412.608309878
303.616845137,269.418847758
1106.13516142,4.95637049299
192.071435712,272.388273189
1419.50616829,672.174395502
1553.26676102,488.725865487
915.149164126,496.239126133
841.003542083,487.836514009
1309.7080818,858.031861231
653.28123096,566.968718342
492.415052086,271.719347819
810.107760956,527.640892761
879.99114719,878.921732881
260.753980312,572.997971689
1591.24961405,662.521757896
905.453622773,331.52683734
643.422213573,842.870783009
1432.52871932,602.708660189
1437.99662698,832.647284724
1354.14971119,345.074573472
742.983427906,716.316752906
596.21284766,674.427427851
770.272609814,302.887174857
729.837260288,104.85851046
567.194809254,373.674987506
29.0617226959,154.866576438
416.372875783,772.09562521
943.323418929,258.430415799
1596.36271492,232.128540018
822.061339465,665.567806949
1106.1128649,390.15241565
1243.19630759,437.214695617
1144.74410808,442.23888706
1554.3914962,644.561946262
146.203578287,116.523113739
1546.42367541,206.305537799
41.817678252,227.901373358
767.65929192,856.95170603
638.607843514,651.155029004
1334.98003486,80.2458158502
979.027127681,896.205921812
879.353549698,481.037559954
554.72406205,851.494856078
1551.35878236,92.8528641244
884.534176339,377.666306879
1074.6338575,106.781972912
424.534865434,250.878040948
767.540702881,713.954551024
1372.5560194,707.781276053
1082.89093547,78.4734821302
623.547317073,601.831460018
470.796450161,457.036557407
1448.125379,104.541333359
1366.20264625,95.2467049228
618.183095618,814.850463213
321.920098867,468.668364226
666.566452303,799.152554882
1587.30351373,259.733304993
787.962468072,805.504635194
871.673082269,193.162445797
1215.45969991,303.380369208
777.558995519,7.70571665465
1582.3472706,591.554126234
1481.30055529,871.816753879
428.053892332,486.482378564
704.401973484,683.869695766
1347.81706453,205.704144815
439.30346096,635.63539253
658.628882746,117.181381812
312.496941182,504.764382295
957.591115278,864.064414446
852.447925025,548.082687396
238.167607139,372.421726161
447.666066648,625.880554134
427.291601793,192.960279054
588.295037735,423.49415062
541.431953623,545.158940427
289.925870171,791.91926511
1110.67418398,481.286896277
93.0596411699,293.405975965
1104.1717903,580.557849893
1299.12668453,802.357689231
504.586191446,444.35761446
528.066576939,115.130039294
224.187346677,230.822500605
140.846021596,484.942979709
1124.6759063,506.765333972
1095.62679668,203.623206965
319.046956337,510.817363813
1414.85695014,380.038093737
6.77863089787,18.0464442041
488.487348821,553.836808341
135.304698265,202.059309573
1089.10488636,886.492749863
545.716491569,541.025086097
829.487733594,20.8122999183
527.73505863,125.497060284
401.31468652,692.982884712
1089.92412775,36.9206362389
123.800195358,652.436298869
165.135518312,285.317987383
430.940205212,44.7898620783
49.8719582357,125.131306299
638.923566008,840.335157127
1021.40500178,217.854897562
1087.43069564,246.269870603
824.380825617,289.644918316
1517.87345543,317.126268379
1285.7004856,577.073666839
1349.32092578,545.544334758
1392.61597718,364.646684989
1086.40430661,558.573445326
844.37393517,507.99598006
857.219170736,354.393647395
1437.31102013,569.456465337
878.596915402,48.5451507574
813.644982694,157.632050786
344.037150112,391.151041888
873.530912638,225.370919592
433.495008288,477.131705996
757.174517227,362.958734766
166.005632221,336.129887865
1047.07401964,489.779046378
871.60434193,759.436300576
1157.06087956,616.130317172
48.6618592625,277.315162129
1091.85971179,140.195498369
1461.55687069,127.733885564
1406.59431013,194.641521094
1346.54360772,763.406713982
536.743537964,799.733134829
255.628468461,764.198562619
610.77527801,395.745841154
188.575648984,540.904738237
431.60931224,600.191371279
1279.02071045,543.315620406
13.0956952248,857.101714676
1471.48986835,578.64178955
607.210156286,505.722388983
1412.49930979,413.575923646
1246.74919167,538.703010316
675.64676137,840.173900374
653.489451482,545.20121005
85.2388632201,423.687481144
59.862776352,633.719580826
0.944385673853,37.8590103134
177.800984232,125.617407094
812.925383606,320.659559935
433.445296084,885.261245157
1454.39987145,589.376105523
1283.33914845,737.737530676
392.27750215,727.4574545
383.698595828,506.120904958
572.347210312,142.793278432
1242.96709347,824.707500887
501.917689114,791.786282171
554.009750527,591.799825156
1593.26335071,694.863661558
89.0675379867,391.385400842
602.085213169,264.538615782
1305.81688096,396.918176997
1118.78447816,571.438023066
830.393256478,50.428099985
1076.85639994,802.244776947
275.519091404,578.469977255
779.902957611,306.886122985
1136.68275024,877.679069523
34.6634922058,807.575182529
613.181825061,750.463521166
279.538218942,644.932431765
159.514382462,302.049149404
1551.85388719,590.953954463
1255.23801657,415.174887096
753.867153758,443.362630056
1237.04846696,650.924826734
310.02896347,396.543952517
867.238272672,514.285780783
1482.83350785,755.772458857
239.809978151,338.50864748
174.35600518,23.6014387545
119.337534205,164.668981827
1225.72348567,600.499280928
1276.59356373,259.653073744
248.817624501,874.890242309
1321.63986094,852.103862383
30.0593193106,356.892732008
1014.0771473,662.46712218
1460.24098669,483.958614811
625.267839332,4.79161582672
1286.1811906,883.942133789
1451.59430693,596.041655251
547.960742264,215.235230837
1240.0314991,841.886431739
1536.52174665,158.04664074
936.564398069,461.806441808
683.880284258,714.960623059
1497.25181479,652.162339324
1120.48937683,621.55306675
1045.69072721,483.078584593
396.665124871,701.529316742
190.549499595,579.499351557
619.179702874,503.966287413
1026.2981512,431.031176749
1564.95057963,215.273745355
19.4693329436,859.732189576
499.212354021,250.265320768
664.89447554,535.470059662
1577.78330519,636.772217185
509.312340863,481.219448692
717.896795178,451.428402385
668.173117087,150.856076397
632.774504406,350.180188772
321.151071732,735.226805885
575.985478499,136.337752145
906.998911852,760.359070134
1248.89771606,559.836238439
1169.66081095,302.503119674
228.338328105,229.508694463
558.965830615,251.220393992
748.41824786,134.129098493
208.41885756,227.451480205
314.40590704,721.530563544
860.090918761,178.570100581
686.747368766,784.724009155
924.179436436,498.522827137
626.108917135,176.25369485
1000.64814013,69.4344664944
1257.90391764,51.7723674121
1194.15569789,344.366229888
1091.85829326,531.904863843
206.681080731,484.65189108
118.668078512,217.096481211
610.670258277,257.104051725
1058.81496333,888.151216935
570.978423942,754.737388048
360.15894768,638.397798906
556.35258546,481.826993544
141.733378342,744.617897041
334.136220281,417.107474206
464.473268992,729.182658045
948.151565826,553.666442151
1207.59770207,229.406907086
93.1970721729,745.699836337
504.968239783,731.044013941
1530.62306551,566.272123454
165.267182738,768.588417707
1013.48499759,221.309285389
332.595247081,456.949183771
194.505356695,815.418074184
1132.57950797,737.353963051
614.11283804,830.872174842
214.327631162,644.625046257
407.366439403,3.2684642519
193.426344497,181.389641669
1221.35242895,340.244963741
771.249026597,552.223647442
428.256595584,574.590225898
1074.51508845,829.23223897
804.58691398,769.757511984
1548.40275375,692.005873438
673.906939012,244.781817828
156.371005407,747.924132276
207.360031446,503.5616086
726.289150164,40.3617772431
342.940430569,740.606924572
861.85538557,831.955162455
1452.75837473,84.6248013482
1084.98689826,38.3923609686
676.266513273,397.597449049
1530.99637238,535.785751431
304.000971882,458.7725762
834.926216132,177.367127757
575.570162042,789.745173808
1570.35348126,699.179685012
103.202406657,815.28900673
733.535099556,750.65043531
282.847796575,132.916182789
1450.65965579,256.971096413
68.8886831203,450.943380284
1584.90953286,751.948255367
634.079421663,893.766072839
1274.67231168,757.859280819
1033.77112509,354.943198272
1449.13558188,423.566300161
1495.42746602,496.97196374
1455.77194538,429.440760729
682.913259323,529.814082936
507.696745339,134.457854454
942.931909034,765.866629758
444.44199879,778.519270915
1259.40633763,698.10827244
664.208297622,898.880865185
1265.40517835,518.08391678
181.615949117,516.433942144
23.0099213233,811.987819514
538.715612088,331.510377491
881.41309064,573.717624196
932.36330836,436.432695438
1014.96838431,762.428034735
713.935033494,450.071440095
1296.55507259,3.06546263646
257.13679683,292.526941186
342.299820735,806.408953832
237.145955438,97.0980879931
507.521544299,457.77667894
1314.36937285,896.085975373
1362.99149108,547.953839836
60.1630414837,57.1180417448
1009.17772349,737.894078429
424.819847996,872.297108601
880.619684265,516.394079531
989.795065921,67.4227799307
272.621022515,842.573066482
427.672343419,74.963739616
451.886302839,653.531563111
420.493712841,189.523501612
443.407043477,432.37945618
1180.07854834,271.190668707
1397.61539472,878.294177976
1315.2261918,67.6128938469
504.73370957,833.207210648
1375.01503844,119.927962361
707.558951546,327.548178428
1195.95146224,25.8386782583
504.763143271,674.801631625
1418.99227568,36.5637103929
941.365488792,597.247693438
1396.66698606,382.121485218
1556.87949542,177.683205974
183.620185702,117.040952864
938.758045509,110.196449976
426.554899911,176.671487117
88.469867245,866.14493959
535.880600537,867.614187695
1157.17442458,197.792314984
1492.0746879,8.41679880436
1570.64771043,29.0379311737
405.301355108,496.761478006
14.6844176065,688.240636875
135.446709684,735.377712965
56.1669700843,475.341941269
335.099154031,259.887661924
784.775060486,334.240179452
627.16809445,588.087429599
312.386221818,163.351110136
1095.03041056,267.266571223
1492.72829987,383.616082015
758.433787387,20.8532194689
33.0488435034,94.2910506818
1001.00495312,598.089068814
1523.51609285,389.222490375
1132.27290609,309.241924472
118.499095999,378.166903375
1122.59892838,723.801441825
1523.17374756,748.955641293
901.783021217,495.329385592
801.752303304,429.845865369
1088.78647969,518.135665467
1371.45892105,405.066740091
753.879859035,748.871370714
1081.01802849,472.005897547
901.514408171,725.133640742
971.811205622,233.235362395
496.389138873,544.144468618
73.3569476833,411.818724213
1427.05097622,208.929420689
710.649671664,629.554128858
1480.80604476,626.645900232
1001.32860118,345.505467624
699.774850062,577.752241493
570.11182155,706.384158313
13.1049901939,676.275856696
1187.2748143,275.796052373
23.9372530517,304.342896327
942.697308993,708.252363217
1392.58594572,187.706845588
130.778936489,107.897508177
1582.47728134,580.893014071
205.383751166,621.688730753
1535.16456377,546.69335564
372.115350094,866.150573489
1120.88540422,164.68582809
1225.94868847,453.757176361
918.468781004,329.208509417
470.002441144,378.392917919
842.243563808,415.298711729
1386.02503369,66.7849857081
318.382899853,843.754702124
972.572911289,555.776810025
1007.59990483,219.145620926
631.486754171,189.133572278
243.173178674,890.561040262
1190.10257386,791.223525435
2.34117165407,634.023884078
491.619306138,448.119651927
1080.40228065,28.0681974654
593.214910471,498.505928425
1399.00514843,461.88623265
508.133184183,543.384661528
933.77908046,263.059887509
876.882727893,248.510590841
18.0687766312,279.652930625
138.289351925,442.702125784
801.838245637,783.199739047
1196.6506081,674.440175862
1583.43107613,238.210170665
596.376941018,207.501416272
163.978905641,463.706218919
818.125440634,116.75243648
1476.06562434,880.653084784
109.289338806,2.85390172297
98.8756707065,658.557379575
1364.03423573,59.549935531
14.339662014,484.151979575
532.338211359,16.8641116497
14.0787906531,190.223433242
320.175662831,265.826825973
881.065207976,226.241727918
373.626484664,189.673968794
1419.20163703,214.732201943
888.528259999,407.370063154
530.247930606,366.084148048
25.5859918898,166.543061696
1024.22250621,685.338616121
349.391713439,158.876643134
1449.10814531,88.0021985838
1271.77670376,790.246714308
234.078121934,749.676953248
240.090706717,38.7962674562
457.973455927,309.890936706
943.264318577,398.269583882
1269.53127656,598.290198047
190.710366457,182.131018107
1193.86068259,104.341626008
1524.21658976,730.403928967
351.738535624,257.500271072
403.399855223,380.559646219
397.823425801,29.0367078151
402.827498495,175.318872878
559.87869927,408.838282436
1398.89954236,593.60037357
984.771566182,778.076116823
618.453515641,383.484508384
391.192160034,747.181862149
1403.77711467,819.746047711
967.882402529,102.454418061
115.629872953,717.781055666
1416.74566599,479.041995655
1473.22788205,837.695599359
1207.60172405,333.490120384
730.147103839,316.695669176
633.679770924,424.183828832
27.3765965735,114.610183032
268.825057771,510.133645043
1394.57498251,640.256231682
239.192249381,411.915539804
1003.68671599,121.671935506
127.502164992,550.834491316
376.6853971,580.55166441
274.468973604,770.314647449
495.584512678,385.522921671
879.946009556,797.713164275
1466.20388159,760.313184114
1095.22554059,62.2690090284
298.863106723,481.145851549
1576.20403823,653.531860259
306.661792391,320.397489234
1539.94375904,456.971396066
1392.50915474,772.195595996
1250.82589988,564.337446013
1065.34954756,307.869379884
192.664291675,853.704739644
52.2085067875,243.796464031
982.233544726,868.438552458
336.268616466,222.272561148
1356.65271645,294.359447859
644.728484682,323.766162956
79.1254667253,847.639734756
1116.36859856,6.14331272097
155.431008051,121.908728037
590.21880038,801.289821713
225.375439672,205.268859624
498.309833686,459.624962943
1441.74349176,485.511505904
1445.68717317,487.734327542
691.398607048,784.317226674
929.336410901,427.479289208
819.921825697,320.066977113
692.962167316,66.7427297624
328.346183645,686.696873069
213.73502937,187.423639887
261.749762126,326.593609643
78.8610670966,324.296491401
975.511088816,610.177000809
1387.75495543,78.3699124837
1030.11656589,176.682710956
547.880150855,517.61641519
1340.72521729,603.547740252
1576.47825395,16.1531090425
505.744396325,432.326606638
57.9289424569,47.1353364583
586.835652589,503.242622424
216.824036696,61.4753019814
510.138316921,667.370020151
907.476766941,897.123896185
968.166736576,801.356176327
916.622484798,432.828057589
664.872513426,64.3416697969
100.689840212,592.566192755
1374.6765056,17.1433991997
288.362704616,294.720477635
500.909498483,750.77668157
403.839300506,275.592194922
780.134635162,855.726519307
471.22392848,570.333936525
77.7590169407,388.296099659
1483.54093567,195.664413649
570.338580229,588.730278962
904.866319825,518.428390869
973.684337806,607.847880983
516.262270723,316.544558742
635.209898434,470.103329197
907.202669339,786.568852313
633.337831286,404.32291355
1332.247108,873.967442871
388.632905933,657.387164799
396.178997505,667.008284952
61.6437735481,456.415619139
911.965912393,629.632247199
1467.24889899,715.585752974
900.928720334,447.457281932
21.1620019198,497.399104029
899.559102425,667.891659628
264.636881273,529.795351891
82.532153615,653.309709068
1314.57345906,393.998541785
1100.29757792,596.07949698
485.757682935,79.4206075197
1212.79630508,321.369048772
258.202113326,397.986018936
1332.70574862,858.767818121
907.741967883,872.870748694
277.479714975,441.37568869
13.4034821504,210.569868952
1402.49653589,53.4543029941
1047.08832697,458.587153908
1580.1232028,894.236673559
197.345761237,235.866199616
1586.26988136,296.949560333
288.765761917,820.595473553
987.555033329,277.342023036
887.018581707,384.666353623
732.77587307,496.911676824
271.644979953,554.043145899
1528.2699741,532.835820007
1259.99946841,254.282257007
247.353216198,5.79464981024
1570.11020589,107.1559562
608.023759284,589.250921171
1175.35928701,556.319331368
703.300278776,733.44039604
707.775656745,751.773339404
86.4397416731,649.809404437
155.677038887,348.80450609
709.419958558,163.788385894
718.317395711,767.604953306
58.2525561709,174.52623734
1560.98480928,404.969737228
623.577169069,821.382249995
1241.39687724,156.170881224
956.617704311,162.364356888
1241.15285906,500.789478827
1277.74366941,58.4347328385
1484.80997741,206.829954692
1359.65021037,397.437744601
1422.16067011,91.4776597134
86.0691874881,421.459460634
1488.74928247,418.782535927
811.954952431,147.772787967
865.651987383,384.486621582
1420.66241042,666.856115091
764.420229262,134.05941045
233.527783751,874.123443093
977.625527304,202.475276652
1297.56352882,194.50947194
726.390750999,789.458483012
165.444334735,92.6564707062
84.1326886845,136.533162671
599.250609401,289.480961441
448.19605825,12.7464834509
779.388805827,400.83299854
1185.27733937,272.786541873
929.898660028,281.831488492
1204.79141819,156.731008666
782.960977313,401.200319365
733.982182807,484.302101367
857.820896132,284.712939674
1318.57236021,856.337812611
894.412063775,571.946366928
1157.83146121,287.827021674
947.664735306,416.331881962
775.09178747,354.724454443
858.014713617,196.321279179
385.636860568,180.144666679
951.180934113,220.796415556
1249.00739576,814.770841283
1215.56303574,295.453131033
1508.21690595,309.854876426
578.504712585,535.750871843
1057.08308068,367.954774858
1258.66546514,768.172846688
461.771522845,202.142076062
635.904133266,628.747406946
1071.71605556,158.064542022
621.916468755,811.673073258
1535.84793031,543.802594433
1248.18831224,755.823117531
355.508652138,59.2931392832
978.173688892,346.2224445
1137.20398988,264.311025934
694.339776086,727.462005734
149.196372134,367.057715034
245.186401742,480.252640782
1172.43314764,888.468547623
1205.54830242,129.825678006
699.209789342,487.97016132
1020.41782074,630.758259972
1557.29128453,847.986615777
333.69715445,142.545637103
1552.05091879,144.468766211
1549.16123327,107.853424533
935.92076924,116.894547553
214.07856762,300.450302258
1269.99140659,632.037668026
507.637937005,123.379334946
573.802671184,156.735971597
376.029893077,447.255279371
781.957281044,830.350982295
143.61522357,479.602088943
903.697013805,128.492927463
576.823505268,124.083336085
1429.82799697,313.687703646
103.762798114,427.65776237
846.459358475,798.501825909
1150.53788711,185.52395642
1453.36364266,4.55200188027
1115.51005011,37.9420074841
1311.49628781,170.458279287
1275.65570004,732.077071241
1234.37315055,99.1349606241
640.450159691,94.3177439335
1149.80788148,894.655481123
836.366590381,586.768161018
1067.29143,128.445380092
594.338603593,314.00716781
1200.99665384,370.247515236
588.874816487,494.098211308
329.506328054,58.7628754254
380.802765369,18.7627912829
1071.13887541,411.084941075
986.639504919,510.977494611
86.7055079021,733.568178404
1310.19583377,6.8276773385
688.296495133,707.151775439
664.71345583,773.808216394
1112.32595171,594.566763468
1449.22674197,701.061511842
935.946497291,42.571133045
727.156616798,619.864772466
837.057845164,526.262873814
558.964098897,757.072664616
392.701526113,575.585204453
698.805510412,133.865027313
30.5230899504,116.927731301
461.144316492,425.128470168
42.8239522348,60.4231333374
1274.25659871,882.211030503
689.61308112,422.809277398
964.31137921,87.1819594193
861.89431963,606.61619407
1510.8360099,578.84995894
871.842610258,369.109754396
1458.91554353,471.014768197
764.145312697,660.397305232
700.583828888,60.5273134233
